"systemSku","customField1","customField2"
"2334412AH2-XL","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026"
"2430610A04-XL","BURTON [AK] WINDSTOPPER OVEN MITTS TRUE BLACK 2026","BURTON [AK] WINDSTOPPER OVEN MITTS TRUE BLACK 2026"
"2430610A04-XS","BURTON [AK] WINDSTOPPER OVEN MITTS TRUE BLACK 2026","BURTON [AK] WINDSTOPPER OVEN MITTS TRUE BLACK 2026"
"2334412AH2-XXS","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026"
"243061027O-XL","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026"
"2334412AH2-S","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026"
"2334412AH2-XS","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026"
"243061027O-M","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026"
"2334412AH2-M","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026","BURTON [AK] GORE-TEX CLUTCH MITTS SUMMIT TAUPE 2026"
"243061027O-S","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026"
"243061027O-XS","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026"
"243061027O-L","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026"
"243061027O-XXS","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026","BURTON [AK] WINDSTOPPER OVEN MITTS GRAY CLOUD 2026"
"103841BAH2-XS","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026"
"103841BAH2-S","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026"
"103841BAH2-L","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026"
"103841BAH2-M","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026"
"103841BAH2-XL","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026","BURTON GORE-TEX MITTS SUMMTI TAUPE 2026"
"1039419A26-XL","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026"
"1039419A26-XS","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026"
"1039419A26-S","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026"
"1039419A26-L","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026"
"1039419A26-M","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026","BURTON GORE-TEX UNDER MITTS STOUT WHITE 2026"
"2334510A04-L","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026"
"2334510A04-M","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026"
"2334510A04-S","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026"
"2334510A04-XL","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026"
"2334510A04-XS","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026"
"2334510A04-XXS","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026","BURTON [AK] CLUTCH GORE-TEX LEATHER MITTS TRUE BLACK 2026"
"1519719A04-1SZ FITALL","BURTON BURKE HOOD TRUE BLACK 2026","BURTON BURKE HOOD TRUE BLACK 2026"
"1519719A04-HELMET SZ","BURTON BURKE HOOD TRUE BLACK 2026","BURTON BURKE HOOD TRUE BLACK 2026"
"1519719E3U-HELMET SZ","BURTON BURKE HOOD GRAFFITI CAMO 2026","BURTON BURKE HOOD GRAFFITI CAMO 2026"
"1519719E3U-1SZ FITALL","BURTON BURKE HOOD GRAFFITI CAMO 2026","BURTON BURKE HOOD GRAFFITI CAMO 2026"
"149291BA04-1SZ FITALL","BURTON MIDWEIGHT NECK WARMER TRUE BLACK 2026","BURTON MIDWEIGHT NECK WARMER TRUE BLACK 2026"
"149291BE3U-1SZ FITALL","BURTON MIDWEIGHT NECK WARMER GRAFFITI CAMO 2026","BURTON MIDWEIGHT NECK WARMER GRAFFITI CAMO 2026"
"1047119A04-SM","BURTON EMBER FLEECE BALACLAVA FACE MASK TRUE BLACK 2026","BURTON EMBER FLEECE BALACLAVA FACE MASK TRUE BLACK 2026"
"1047119A04-LXL","BURTON EMBER FLEECE BALACLAVA FACE MASK TRUE BLACK 2026","BURTON EMBER FLEECE BALACLAVA FACE MASK TRUE BLACK 2026"
"2206510A04-L","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-M","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-S","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-XS","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-XL","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-XXL","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-XXS","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"2206510A04-XXXL","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026","BURTON [AK] BAKER DOWN JACKET TRUE BLACK 2026"
"3025910E2Y-S","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"3025910E2Y-XS","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"3025910E2Y-XXS","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"3025910E2Y-XXXL","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"3025910E2Y-XXL","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"3025910E2Y-XL","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"3025910E2Y-L","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"1497919E1W-M","2026 BURTON [AK] VELOCITY GORE-TEX ANRK BLU TL/BRN",""
"3025910E2Y-M","2026 BURTON RESERVE 2L RELAXED ANRK SMT TP/T.BLK",""
"1497919E1W-XS","2026 BURTON [AK] VELOCITY GORE-TEX ANRK BLU TL/BRN",""
"1497919E1W-XL","2026 BURTON [AK] VELOCITY GORE-TEX ANRK BLU TL/BRN",""
"1497919E1W-L","2026 BURTON [AK] VELOCITY GORE-TEX ANRK BLU TL/BRN",""
"2206014A04-L","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206014A04-M","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206014A04-S","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"1497919E1W-S","2026 BURTON [AK] VELOCITY GORE-TEX ANRK BLU TL/BRN",""
"1497919E1W-XXL","2026 BURTON [AK] VELOCITY GORE-TEX ANRK BLU TL/BRN",""
"2206014A04-XS","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206014A04-XXL","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206014A04-XXS","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206014A04-XL","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206011A04-L","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206014A04-XXXL","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026","BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG TRUE BLACK 2026"
"2206011A04-S","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206011A04-M","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206011A04-XL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206011A04-XS","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206011A04-XXL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206011A04-XXXL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206011A04-XXS","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS SHT T.BLK",""
"2206014EZA-XS","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EZA-XXXL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EZA-S","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EZA-M","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EZA-L","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EZA-XL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EZA-XXL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EVV-M","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EZA-XXS","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BRN",""
"2206014EVV-L","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EVV-XL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EVV-XXL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EVV-XXXL","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EVV-XXS","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EVV-XS","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"2206014EVV-S","2026 BURTON [AK] CYCLIC GORE-TEX 2L BIB PANTS REG BLU TL",""
"100011BA04-L","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-M","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-S","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-XL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-XS","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-XXL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-XXXL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100011BA04-XXS","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET T.BLK",""
"100021BE3A-XS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BE3A-S","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BE3A-M","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BE3A-XXS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BE3A-XXXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BE3A-L","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BE3A-XL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BEVV-XXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BE3A-XXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BRN/BLU TL",""
"100021BEVV-XXXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BEVV-M","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BEVV-L","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BEVV-XL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BEVV-XXS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BEVV-XS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"100021BEVV-S","2026 BURTON [AK] CYCLIC GORE‑TEX 2L JACKET BLU TL",""
"3048410AA9-XXL","2026 BURTON RESERVE 2L 3-IN-1 JACKET FRST MOSS",""
"3048410AA9-XL","2026 BURTON RESERVE 2L 3-IN-1 JACKET FRST MOSS",""
"3048410AA9-L","2026 BURTON RESERVE 2L 3-IN-1 JACKET FRST MOSS",""
"3048410AA9-M","2026 BURTON RESERVE 2L 3-IN-1 JACKET FRST MOSS",""
"3048410AA9-S","2026 BURTON RESERVE 2L 3-IN-1 JACKET FRST MOSS",""
"3048410AA9-XS","2026 BURTON RESERVE 2L 3-IN-1 JACKET FRST MOSS",""
"100011BEZ7-M","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZ7-S","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZ7-L","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZ7-XL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZ7-XXS","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZ7-XXL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZ7-XS","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZA-XXL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZA-XXXL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZ7-XXXL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET ATMC YLW",""
"100011BEZA-S","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZA-M","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZA-L","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZA-XXS","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZA-XS","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100011BEZA-XL","2026 BURTON [AK] SWASH GORE‑TEX 2L JACKET BRN",""
"100221BA04-L","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-M","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-S","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-XL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-XS","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-XXL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-XXS","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BA04-XXXL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG T.BLK",""
"100221BAH2-M","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100221BAH2-S","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100221BAH2-XL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100221BAH2-XS","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100221BAH2-XXL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100221BAH2-XXXL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100221BAH2-XXS","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SMT TP",""
"100001BA04-L","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-M","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-S","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-XL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-XXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-XS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-XXS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"100001BA04-XXXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG T.BLK",""
"1000012A04-L","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-M","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-S","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-XS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-XXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-XL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-XXS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"1000012A04-XXXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS SHT T.BLK",""
"3025110A04-XS","2026 BURTON RESERVE 2L 3-IN-1 PANTS T.BLK",""
"3025110A04-M","2026 BURTON RESERVE 2L 3-IN-1 PANTS T.BLK",""
"3025110A04-XL","2026 BURTON RESERVE 2L 3-IN-1 PANTS T.BLK",""
"3025110A04-L","2026 BURTON RESERVE 2L 3-IN-1 PANTS T.BLK",""
"3025110A04-XXL","2026 BURTON RESERVE 2L 3-IN-1 PANTS T.BLK",""
"3025110A04-S","2026 BURTON RESERVE 2L 3-IN-1 PANTS T.BLK",""
"3025110AA9-L","2026 BURTON RESERVE 2L 3-IN-1 PANTS FRST MOSS",""
"3025110AA9-XL","2026 BURTON RESERVE 2L 3-IN-1 PANTS FRST MOSS",""
"3025110AA9-XXL","2026 BURTON RESERVE 2L 3-IN-1 PANTS FRST MOSS",""
"3025110AA9-M","2026 BURTON RESERVE 2L 3-IN-1 PANTS FRST MOSS",""
"3025110AA9-S","2026 BURTON RESERVE 2L 3-IN-1 PANTS FRST MOSS",""
"3025110AA9-XS","2026 BURTON RESERVE 2L 3-IN-1 PANTS FRST MOSS",""
"3027110E2Y-M","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-L","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-XL","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-XXL","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-XXXL","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-XXS","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-XS","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"3027110E2Y-S","2026 BURTON RESERVE 2L RELAXED PANTS SMT TP/T.BLK",""
"100001BEWV-XXXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-XXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-XS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-M","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-L","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-XXS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-XL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEWV-S","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG SFT SG",""
"100001BEVV-XL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100001BEVV-XXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100001BEVV-XXXL","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100001BEVV-M","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100001BEVV-XXS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100001BEVV-XS","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100001BEVV-S","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100221BEWV-L","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BEWV-S","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100001BEVV-L","2026 BURTON [AK] CYCLIC GORE‑TEX 2L PANTS REG BLU TL",""
"100221BEWV-M","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BEWV-XXL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BEWV-XL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BEWV-XXXL","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BEWV-XXS","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BEWV-XS","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS REG SFT SG",""
"100221BAH2-L","2026 BURTON [AK] SWASH GORE-TEX 2L PANTS TALL SMT TP",""
"100681BA38-L","BURTON MIDWEIGHT EMBLEM SOCKS GRAY HEATHER 2026","BURTON MIDWEIGHT EMBLEM SOCKS GRAY HEATHER 2026"
"100681BA38-M","BURTON MIDWEIGHT EMBLEM SOCKS GRAY HEATHER 2026","BURTON MIDWEIGHT EMBLEM SOCKS GRAY HEATHER 2026"
"100681BA38-S","BURTON MIDWEIGHT EMBLEM SOCKS GRAY HEATHER 2026","BURTON MIDWEIGHT EMBLEM SOCKS GRAY HEATHER 2026"
"198311741O-L","BURTON PERFORMANCE MIDWEIGHT SOCK LOGO 2026","BURTON PERFORMANCE MIDWEIGHT SOCK LOGO 2026"
"198311741O-M","BURTON PERFORMANCE MIDWEIGHT SOCK LOGO 2026","BURTON PERFORMANCE MIDWEIGHT SOCK LOGO 2026"
"1983117E3P-M","BURTON PERFORMANCE MIDWEIGHT SOCK SOFT SAGE CAMO 2026","BURTON PERFORMANCE MIDWEIGHT SOCK SOFT SAGE CAMO 2026"
"198311741O-S","BURTON PERFORMANCE MIDWEIGHT SOCK LOGO 2026","BURTON PERFORMANCE MIDWEIGHT SOCK LOGO 2026"
"1983117E3P-L","BURTON PERFORMANCE MIDWEIGHT SOCK SOFT SAGE CAMO 2026","BURTON PERFORMANCE MIDWEIGHT SOCK SOFT SAGE CAMO 2026"
"1983117E3P-S","BURTON PERFORMANCE MIDWEIGHT SOCK SOFT SAGE CAMO 2026","BURTON PERFORMANCE MIDWEIGHT SOCK SOFT SAGE CAMO 2026"
"1006416H66-L","2026 BURTON PRFMNC + LTWT CMPRSN SOCKS FSTRD",""
"1006416H66-M","2026 BURTON PRFMNC + LTWT CMPRSN SOCKS FSTRD",""
"1006416H66-S","2026 BURTON PRFMNC + LTWT CMPRSN SOCKS FSTRD",""
"100681BAH2-S","BURTON MIDWEIGHT EMBLEM SOCKS SUMMIT TAUPE 2026","BURTON MIDWEIGHT EMBLEM SOCKS SUMMIT TAUPE 2026"
